,question,options,response,answer,p_true,true_answer,correct
1596,Angular vein infection causes thrombosis in:,"['Cavernous sinus', 'Suprasaggital sinus', 'Transverse sinus', 'Inferior petrosal sinus']","When an angular vein becomes infected, it can potentially spread the infection to other areas through the venous system. The angular vein drains into the facial vein, which in turn drains into the cavernous sinus. The cavernous sinus is a dural venous sinus located near the base of the brain, and an infection from the angular vein can spread through it, leading to cavernous sinus thrombosis.

The final answer is A.",A,0.9966569843412634,A,True
1597,All of the following are anti-Pseudomonal drugs except:-,"['Piperacillin', 'Cefoperazone', 'Ceftazidime', 'Cefadroxil']","To determine the correct answer, let's examine each option in relation to its activity against Pseudomonas aeruginosa, a type of bacteria.

A. Piperacillin - This is a broad-spectrum penicillin antibiotic that is effective against Pseudomonas aeruginosa, among other bacteria. So, it's not the correct answer.

B. Cefoperazone - This is a third-generation cephalosporin antibiotic with anti-Pseudomonal activity. Thus, it's not the correct answer.

C. Ceftazidime - This is another third-generation cephalosporin with a strong spectrum that includes Pseudomonas aeruginosa. It's not the correct answer.

D. Cefadroxil - This is a first-generation cephalosporin antibiotic that has a narrower spectrum of activity compared to the others listed here. It is primarily effective against Gram-positive bacteria and is not reliably active against Pseudomonas aeruginosa.

Based on the effectiveness against Pseudomonas aeruginosa, Cefadroxil stands out as not being anti-Pseudomonal.

The final answer is D.",D,0.7066137331052842,D,True
1598,All of the following benzodiazepines can be used in the elderly and those with liver disease EXCEPT:,"['Lorazepam', 'Oxazepam', 'Triazolam', 'Diazepam']","To determine the correct answer, we need to consider the metabolism and clearance of each benzodiazepine option in the context of liver disease and aging.

A. Lorazepam and B. Oxazepam are both metabolized by glucuronidation, which is less affected by liver disease and aging compared to other metabolic pathways. This makes them suitable for use in patients with liver disease and the elderly.

C. Triazolam is primarily metabolized by the liver, but its short half-life and specific indication for sleep disorders make it a relatively safe option for patients with liver disease and the elderly.

D. Diazepam is metabolized by the liver through oxidative pathways, which can be significantly impaired in patients with liver disease. Additionally, the active metabolites of diazepam can accumulate in the elderly, leading to prolonged sedation and increased risk of adverse effects.

Considering the above points, the benzodiazepine that stands out as NOT suitable for use in the elderly and those with liver disease is Diazepam, due to its potential for accumulation of active metabolites and impaired metabolism in these patient populations.

The final answer is D.",D,0.909536452744613,D,True
1599,Ixabepilone is used in:,"['Melanoma', 'Breast carcinoma', 'Oat cell carcinoma', 'Small cell carcinoma lung']","Ixabepilone is a chemotherapeutic agent that is specifically used to treat breast cancer, particularly in patients who have received prior anthracycline and taxane-based chemotherapy.

The final answer is B.",B,0.9988228236872494,B,True
1600,Branches of celiac trunk are all except-,"['Splenic artery', 'Left gastric artery', 'Hepatic artery', 'Inferior phrenic artery']","The celiac trunk is a major artery that arises from the abdominal aorta and supplies the foregut. Its main branches are:

* Left gastric artery (B)
* Splenic artery (A)
* Common hepatic artery (C), which further divides into:
	+ Proper hepatic artery (hepatic artery proper)
	+ Gastroduodenal artery
* The inferior phrenic arteries (D) typically arise from the aorta itself, below the celiac trunk, and supply the diaphragm.

Considering the options, the inferior phrenic artery (D) is the one that is not a direct branch of the celiac trunk.

The final answer is D.",D,0.237165882609099,D,True
1601,Barr body is seen in :,"['Turners syndrome', 'Klinefelters syndromeTesticular feminisation', 'Tesiicular leminisation syndrome', '46 XY']","To answer this question, we need to understand what a Barr body is. A Barr body is a small, inactive X chromosome that is present in the cells of females (who have 46, XX chromosomes) and in some individuals with certain sex chromosome abnormalities. It forms when one of the two X chromosomes in a cell is inactivated.

A. Turner's syndrome is a condition in which a female is born with only one X chromosome (45, X). Since there's only one X chromosome, there's no inactivation of an X chromosome, so there's no Barr body.

B. Klinefelter's syndrome is a condition in which a male is born with an extra X chromosome (47, XXY). In this case, one of the X chromosomes is inactivated, forming a Barr body. This is correct.

C. Testicular feminization (also known as complete androgen insensitivity syndrome) is a condition in which a male is genetically male but is resistant to male hormones (androgens). He has 46, XY chromosomes, so there would be no Barr body.

D. A normal male has 46, XY chromosomes, so there would be no Barr body.

The final answer is B.",B,0.9200973995812112,B,True
1602,Calorie requirement per day of a child weighing 15 kg would be -,"['1150 kcal', '1250 kcal', '1450 kcal', '1550 kcal']","To determine the daily calorie requirement for a child weighing 15 kg, we can use the World Health Organization's (WHO) growth charts and the estimated energy requirements for children.

According to the WHO, the estimated energy requirement for a child aged 1-5 years is approximately 1,000-1,400 kcal/day, depending on their weight and activity level.

Assuming the child is moderately active and weighing 15 kg, we can estimate their daily calorie requirement as follows:

* For children aged 1-2 years, the estimated energy requirement is 1,000-1,200 kcal/day
* For children aged 2-5 years, the estimated energy requirement is 1,200-1,400 kcal/day

Given the child's weight is 15 kg, which falls within the 2-5 year age range, we can estimate their daily calorie requirement to be around 1,200-1,400 kcal/day.

Comparing the options provided:

A. 1150 kcal - slightly below the estimated range
B. 1250 kcal - within the estimated range
C. 1450 kcal - above the estimated range
D. 1550 kcal - significantly above the estimated range

The final answer is B.",B,0.39304807097560274,B,True
1603,Accumulation of homogentisic acid causes?,"['Ochronosis', 'Tyrosinemia', 'Albinism', 'Tyrosinosis']","To answer this question, we need to understand the relationship between homogentisic acid and the conditions listed.

Homogentisic acid is a metabolite that accumulates in the body due to a defect in the enzyme homogentisate 1,2-dioxygenase. This enzyme is involved in the breakdown of the amino acid tyrosine.

A. Ochronosis is a condition characterized by the accumulation of homogentisic acid in connective tissue, leading to a bluish-black discoloration of skin, cartilage, and other tissues. This condition is associated with Alkaptonuria, a genetic disorder caused by a deficiency of homogentisate 1,2-dioxygenase.

B. Tyrosinemia is a group of rare genetic disorders caused by defects in the enzymes involved in the breakdown of tyrosine. However, it is not specifically associated with the accumulation of homogentisic acid.

C. Albinism refers to a group of genetic disorders characterized by the absence or deficiency of melanin production, leading to little to no pigment in the skin, hair, and eyes. It is not related to homogentisic acid accumulation.

D. Tyrosinosis is not a commonly used term in medical literature, and it is not associated with the accumulation of homogentisic acid.

Given the above information, the correct answer is the condition directly related to the accumulation of homogentisic acid.

The final answer is A.",A,0.9922692427272847,A,True
1604,Hepatitis A virus shedding in faeces is,"['One week before the symptoms appear', 'Two weeks after the symptoms appear', 'One week before the symptoms and one week thereafter', 'Two weeks before the symptoms and two week thereafter']","Hepatitis A virus shedding in feces is typically present 2 weeks before the symptoms appear and 2 weeks after the symptoms appear. This is because the virus can be transmitted to others through the fecal-oral route, even before the person shows symptoms of the disease.

The final answer is D.",D,0.5907449933584086,D,True
1605,Loeffler&;s syndrome occurs in all except,"['Toxocara', 'Stongyloides', 'Ascaris', 'Giardia']","Loeffler's syndrome is a type of eosinophilic pneumonia that occurs in response to parasitic infections. It is characterized by the presence of eosinophils in the lungs and can lead to symptoms such as coughing, chest pain, and shortness of breath.

Among the options provided, Toxocara, Strongyloides, and Ascaris are all parasites that can cause eosinophilic reactions in the body, including Loeffler's syndrome.

Giardia, on the other hand, is a parasite that primarily causes gastrointestinal infections, and is not typically associated with Loeffler's syndrome.

The final answer is D.",D,0.5497155357574874,D,True
1606,Commonest site of liquifactive necrosis is,"['Brain', 'Kidney', 'Liver', 'Spleen']","Liquifactive necrosis is a type of necrosis characterized by the conversion of tissue to a liquid mass, often due to enzymatic digestion. This type of necrosis is commonly seen in organs with high enzymatic activity.

The brain is a common site for liquifactive necrosis, particularly in the case of cerebral infarction or stroke, where the lack of blood supply leads to the breakdown of brain tissue.

While other organs such as the kidney, liver, and spleen can also undergo necrosis, liquifactive necrosis is less commonly associated with these organs compared to the brain.

The final answer is A.",A,0.9989183664362241,A,True
1607,The earliest manifestation of increased intracranial pressure following head injury is,"['Ipsilateral pupillary dilatation', 'Contralateral pupillary dilation', 'Altered mental status', 'Hemiparesis']","The earliest manifestation of increased intracranial pressure (ICP) following a head injury is altered mental status. This can manifest as a change in level of consciousness, confusion, or decreased responsiveness.

The final answer is C.",C,0.9869882877856978,C,True
1608,A 24-year-old medical student was bitten at the base of her thumb by her dog. The wound became infected and the infection spread into the radial bursa. The tendon(s) of which muscle will most likely be affected?,"['Flexor digitorum profundus', 'Flexor digitorum superficialis', 'Flexor pollicis longus', 'Flexor carpi radialis']","To determine which tendon will most likely be affected, we need to identify the muscle that innervates the tendon and is associated with the radial bursa.

The radial bursa is located around the extensor tendons, specifically around the extensor pollicis longus and brevis, and the extensor pollicis digitorum tendons. However, the question mentions the radial bursa and the spread of infection, which would likely affect the tendons in close proximity to the bursa.

The flexor pollicis longus tendon, which is responsible for flexion of the thumb, passes through the radial bursa. The flexor pollicis longus is innervated by the anterior interosseous branch of the median nerve and is associated with the radial bursa.

The flexor digitorum profundus and flexor digitorum superficialis are both associated with the flexor digitorum tendon sheath, not the radial bursa. The flexor carpi radialis tendon is also not associated with the radial bursa.

Given the information and the location of the infection, the tendon most likely to be affected is the flexor pollicis longus.

The final answer is C.",C,0.5799285190438528,C,True
1609,Oronasal intubation is not indicated in?,"['Lefort 1 #', 'Lefort 2 and 3 #', 'Parietal bone #', 'Mandibular #']","To answer this question, let's evaluate each option given the context of oronasal intubation, which is a medical procedure to secure an airway.

- A. Lefort 1 fracture: This is a fracture of the lower maxilla and doesn't significantly alter the anatomy of the upper airway, making oronasal intubation still feasible.
- B. Lefort 2 and 3 fractures: These fractures involve the midface (Lefort 2) and the upper face (Lefort 3) and can compromise the airway. However, they do not inherently prevent oronasal intubation; in fact, securing the airway is a priority in managing these patients.
- C. Parietal bone fracture: This is a fracture of the bone forming the sides and roof of the cranium. Such fractures do not directly impact the airway, and oronasal intubation is still possible.
- D. Mandibular fracture: This involves the lower jaw and can significantly compromise the airway. However, the question is about oronasal intubation, which is a method that involves passing the endotracheal tube through the nose and into the trachea. In cases of mandibular fractures, especially those that are severe and significantly displace the jaw, oronasal intubation may be difficult or impossible due to the anatomical distortion and the potential for the tube to be misplaced. 

Given the options, mandibular fracture (D) is the condition where oronasal intubation is not indicated due to the difficulty in securing the airway properly.

The final answer is D.",D,0.2873077612137514,B,False
1610,Milroys disease is lymphedema which is-,"['Familial', 'Follows filariasis', 'Follows erysipelas', 'A sequele to white leg']","The correct answer is A. Milroy's disease is a rare congenital lymphatic malformation that leads to primary lymphedema, also known as familial lymphedema. It is characterized by the absence or hypoplasia of lymphatic vessels.

The final answer is A.",A,0.9978348023515242,A,True
1611,Hepatitis B virus is NOT present in,"['Milk', 'Sweat', 'Stool', 'Lymph']","Hepatitis B virus (HBV) is primarily transmitted through bodily fluids such as blood, semen, and other infectious materials. It is not typically found in sweat, stool, or lymph in a form that would allow for transmission.

The final answer is B.",B,0.6279185111195825,D,False
1612,"All of the following drugs can be administered in acute hypeension during labour,except","['IV Labetalol', 'IV Nitroprusside', 'IV Hydralazine', 'IV Esmolol']","To manage acute hypertension during labor, the goal is to find a medication that effectively lowers blood pressure while also being safe for both the mother and the fetus. Let's examine each option:

A. IV Labetalol - Labetalol is a mixed alpha and beta-blocker that is commonly used to treat hypertension in pregnancy, including in the setting of acute hypertension during labor. It's considered relatively safe for both the mother and the fetus.

B. IV Nitroprusside - Sodium nitroprusside is a potent vasodilator that is effective in rapidly lowering blood pressure. However, it has a potential risk of cyanide toxicity, which is a concern in the setting of pregnancy, where the metabolism of nitroprusside can be altered, potentially leading to higher levels of cyanide. This makes it less favorable for use in acute hypertension during labor.

C. IV Hydralazine - Hydralazine is a vasodilator that is commonly used to treat acute hypertension in pregnancy. It's often the first-line treatment for acute hypertension in pregnant women, including those in labor, because it's effective and has a relatively safe profile for both the mother and the fetus.

D. IV Esmolol - Esmolol is a beta-blocker with a very short half-life, making it useful for acute management of hypertension. It's considered safe for use in pregnancy and labor, including for the treatment of acute hypertension.

Given the options, B (IV Nitroprusside) stands out as the least favorable choice for acute hypertension during labor due to the potential risk of cyanide toxicity, especially in the context of pregnancy.

The final answer is B.",B,0.5992053456705402,B,True
1613,Spinal anaesthesia in an adult is given at this level:,"['T12-L1', 'L1-L2', 'L3-L4', 'L5-S1']","To determine the correct answer, we need to consider the typical level at which spinal anesthesia is administered in adults. The goal is to block the spinal nerves that control sensation and movement below the level of injection.

In adults, the most common level for spinal anesthesia is between L2-L3 or L3-L4. This is because the spinal nerves that control the lower extremities (L4-S1) are located at this level, and the anesthetic can be spread effectively to block these nerves.

Option C (L3-L4) is the closest match to this level, making it the most appropriate choice.

The final answer is C.",C,0.9313789854202913,C,True
1614,Which laxative acts by opening of Chloride channels ?,"['Docusate', 'Anthraquinone', 'Lubiprostone', 'Bisacodyl']","To answer this question, let's break down how each of these laxatives works:

A. Docusate: This is a stool softener that works by increasing the amount of water the stool absorbs, making it softer and easier to pass. It doesn't involve the opening of chloride channels.

B. Anthraquinone: This class of laxatives includes senna and aloe. They work by being absorbed into the intestinal wall and then being converted into active compounds that stimulate the muscles in the intestines to move stool along. Again, this doesn't involve the opening of chloride channels.

C. Lubiprostone: This laxative is known for its mechanism of action involving the opening of chloride channels (Cl-) in the apical membrane of intestinal epithelial cells. This action leads to an increase in the amount of water and chloride ions secreted into the intestinal lumen, which helps to soften the stool and increase the motility of the intestine.

D. Bisacodyl: Bisacodyl works by stimulating the muscles in the intestines to move stool along, but it doesn't involve the opening of chloride channels. It's more of a stimulant laxative.

Given the information, the correct answer is the one that matches the mechanism of action involving the opening of chloride channels.

The final answer is C.",C,0.9984163567579091,C,True
1615,"A 7-day-old premature infant born at 26 weeks of gestation now has a grossly bloody stool, abdominal distention, and increasing oxygen requirements. choose the best initial diagnostic step in the evaluation of the patient's apparent GI hemorrhage.","['Abdominal series', 'Fiberoptic endoscopy', 'Apt test', 'Routine stool culture']","The correct answer is A. Abdominal series.

This patient is presenting with signs of GI hemorrhage, which can be a life-threatening condition in a premature infant. The abdominal series, which includes plain radiographs of the abdomen, is the most appropriate initial diagnostic step in this scenario. It can help identify potential causes of the GI hemorrhage, such as necrotizing enterocolitis (NEC), which is a common concern in premature infants.

Fiberoptic endoscopy (option B) is not typically used in the evaluation of GI hemorrhage in newborns due to the risk of perforation and the fact that it may not be feasible in a premature infant.

The Apt test (option C) is used to differentiate between maternal and fetal blood in a stool sample, but it is not the best initial diagnostic step in this scenario.

Routine stool culture (option D) may be useful in identifying infectious causes of GI hemorrhage, but it is not the best initial diagnostic step in this case.

The final answer is A.",A,0.8363065930902472,A,True
1616,Most permissible capillaries are seen in,"['Kidney', 'Liver', 'Brain', 'Skin']","The correct answer is D. Skin.

Skin has the highest density of capillaries, known as the capillary network or capillary bed, which facilitates the exchange of oxygen, nutrients, and waste products between the blood and tissues.

The final answer is D.",D,0.9276774187038191,B,False
1617,"In a patient of cholangitis, surgical intervention was performed. In post-operative period, on 10th day this investigation was performed. What is the name of this investigation?","['ERCP', 'MRCP', 'T-tube cholangiogram', 'PTC']","In the post-operative period, especially on the 10th day after surgical intervention for cholangitis, the most likely investigation to be performed is a T-tube cholangiogram. This is because a T-tube is often inserted during surgery to drain bile from the biliary system and to allow for imaging of the bile ducts post-operatively. On the 10th day, the T-tube is typically in place, and a T-tube cholangiogram can be performed to visualize the bile ducts and check for any residual stones or strictures.

The final answer is C.",C,0.8594721498957605,C,True
1618,A 25 yr old lady develops brown macular lesions over the bridge of nose and cheeks following exposure to sunlight. What is the most probable diagnosis?,"['Chloasma', 'Photodermatitis', 'SLE', 'Acne rosacea']",The final answer is A.,A,0.9634692120199555,A,True
1619,Which of the following tooth can show any of the eight types of Vertucci’s classiﬁcation?,"['Lower 1st premolar', 'Upper 1st premolar', 'Lower 2nd premolar', 'Upper 2nd premolar']","Vertucci's classification is a system used to categorize the morphology of maxillary lateral incisors, specifically focusing on the number and configuration of root canals. It is not typically applied to premolars.

The final answer is D.",D,0.011515720051611526,D,True
1620,The disease process that best accounts for this problem:,"['Ethylene glycol poisoning', 'Chronic obstructive pulmonary disease', 'Congestive hea failure', 'Vomiting']","To determine the correct answer, I'll need to know the specific problem being described. However, I'll provide a general approach that might help in choosing the correct answer based on common medical knowledge.

If the problem involves metabolic disturbances, such as acid-base imbalance, renal failure, or neurological symptoms that could be indicative of toxin exposure, option A (Ethylene glycol poisoning) might be a strong candidate. Ethylene glycol poisoning can lead to severe metabolic acidosis, renal failure, and neurological symptoms, making it a distinctive diagnosis.

If the problem involves respiratory symptoms or findings, such as chronic cough, shortness of breath, or low oxygen levels, option B (Chronic obstructive pulmonary disease) would be a primary consideration.

If the problem involves symptoms of fluid overload, such as peripheral edema, orthopnea, or paroxysmal nocturnal dyspnea, option C (Congestive heart failure) would be a strong candidate.

If the problem involves gastrointestinal symptoms such as intractable vomiting, dehydration, or electrolyte imbalances, option D (Vomiting) might be the best choice.

Since I don't have specific details about the problem, let's assume a common scenario where the patient presents with symptoms suggesting a metabolic or toxic process, such as altered mental status, severe metabolic acidosis, or renal failure. In this case, I would lean towards option A (Ethylene glycol poisoning) as the most plausible choice.

The final answer is A.",A,0.044774872856944585,D,False
1621,Erythropoietin is inhibited by,"['Estrogen', 'Progesterone', 'Thyroxine', 'Testosterone']","To answer this question, we need to consider the effects of each hormone on erythropoietin production.

Erythropoietin (EPO) is a hormone produced by the kidneys that stimulates the production of red blood cells in the bone marrow.

A. Estrogen is known to have a suppressive effect on erythropoietin production. Studies have shown that estrogen can decrease EPO levels, which can lead to a decrease in red blood cell production.

B. Progesterone does not have a significant effect on erythropoietin production.

C. Thyroxine, a hormone produced by the thyroid gland, can actually stimulate erythropoiesis and increase EPO levels.

D. Testosterone can stimulate erythropoiesis and increase EPO levels.

Based on this information, the correct answer is the hormone that suppresses erythropoietin production.

The final answer is A.",A,0.8539626563218642,A,True
1622,Blood spill disinfection by:,"['Isopropyl alcohol', 'Hypochlorite', 'Formalin', 'Glutaraldehyde']","For blood spill disinfection, we need a disinfectant that is effective against bloodborne pathogens, such as HIV and hepatitis. 

Isopropyl alcohol (Option A) is commonly used for cleaning and disinfecting surfaces, but it may not be effective against all bloodborne pathogens. 

Hypochlorite (Option B), also known as bleach, is a strong disinfectant that is effective against a broad spectrum of microorganisms, including bloodborne pathogens. It is a commonly recommended choice for blood spill disinfection.

Formalin (Option C) is a disinfectant, but it is not typically used for surface disinfection due to its strong smell and potential toxicity.

Glutaraldehyde (Option D) is a potent disinfectant, but it is not typically used for blood spill disinfection in a clinical setting due to its strong smell, potential toxicity, and need for special handling.

The final answer is B.",B,0.9750532445997505,B,True
1623,What is the most likely diagnosis in this 50-year-old woman?,"['Metastasis', 'Onychomycosis', 'Psoriasis', 'Thromboangiitis obliterans']","To determine the most likely diagnosis, I would need more information about the patient's symptoms and medical history. However, based on the options provided, I'll make an educated guess.

Assuming the patient has a lesion or condition affecting her nails, I would choose option B. Onychomycosis is a fungal infection of the nails, which is a common condition in middle-aged adults. It can present with thickened, discolored, or brittle nails.

The other options are less likely:
A. Metastasis refers to the spread of cancer from one part of the body to another. While it's a possibility, it's not directly related to nail symptoms unless the cancer is known to metastasize to the nails.
C. Psoriasis is a skin condition that can affect the nails, but it typically presents with pitting, redness, or thickening of the skin around the nails, rather than a primary nail infection.
D. Thromboangiitis obliterans is a rare disease that affects blood vessels, causing inflammation and blockage. While it can lead to various symptoms, nail changes are not a primary feature of this condition.

The final answer is B.",B,0.39196378668251824,A,False
1624,Head of sperm is derived from:,"['Golgi Body.', 'Nucleus', 'Mitochondria.', 'Centromere']","To determine the correct answer, we need to consider the structure and function of a sperm cell.

A sperm cell, also known as a spermatozoon, consists of several distinct parts:

1. **Head**: This is the front part of the sperm cell and contains the genetic material (DNA) necessary for fertilization.
2. **Midpiece**: This is the middle section of the sperm cell, where the mitochondria are located. The mitochondria provide the energy for the sperm to move.
3. **Tail (flagellum)**: This is the long, thin tail that propels the sperm forward.

Given the options, we can deduce the following:

- **A. Golgi Body**: The Golgi apparatus is involved in processing and modifying proteins and lipids, but it's not specifically related to the head of the sperm.
- **B. Nucleus**: The nucleus of a cell, including the head of a sperm cell, contains the genetic material. Therefore, it makes sense that the head of the sperm is derived from the nucleus.
- **C. Mitochondria**: These are found in the midpiece of the sperm cell and are responsible for energy production, not the head.
- **D. Centromere**: A centromere is a part of a chromosome that helps to attach the chromosome to the spindle fibers during cell division. It's not directly related to the structure of a sperm cell.

Considering the function of each part, the correct answer is the one related to the nucleus, which contains the genetic material that would form the head of the sperm cell.

The final answer is B.",B,0.4971999008161969,B,True
1625,Decreased motility of fallopian tube is seen in -,"['Churg- strauss syndrome', 'Kartagener s syndrome', 'Noonan syndrome', 'Turner syndrome']","To solve this question, let's examine the options in relation to the condition described, which is decreased motility of the fallopian tube.

A. Churg-Strauss syndrome is a condition characterized by vasculitis and is associated with asthma, eosinophilia, and other symptoms. It does not have a direct link with the motility of the fallopian tubes.

B. Kartagener's syndrome is a genetic disorder that affects the cilia, which are tiny hair-like structures found on the surface of cells, including those lining the respiratory tract and the fallopian tubes. This condition leads to impaired motility of the cilia, which can result in respiratory problems (like bronchiectasis) and reproductive issues, including decreased motility of the fallopian tubes.

C. Noonan syndrome is a genetic disorder that affects various parts of the body, including the heart, head, and skeleton. While it can affect the reproductive system, it is not primarily associated with decreased motility of the fallopian tubes.

D. Turner syndrome is a genetic disorder that affects females, causing short stature and ovarian failure. It does not primarily affect the motility of the fallopian tubes.

Given this information, the correct answer is the condition that directly affects the cilia and can lead to decreased motility of the fallopian tubes.

The final answer is B.",B,0.9415778231857901,B,True
1626,"All the following features favour ventricular tachycardia as the cause of broad-complex tachycardia, except -","['Fusion beats', 'Extreme left axis deviation', 'Very broad QRS complexes (> 140 ms)', 'Non response to carotid sinus massage']","To approach this question, let's evaluate each option in the context of ventricular tachycardia (VT) and broad-complex tachycardia:

A. **Fusion beats**: Fusion beats are characteristic of VT, where the ventricular rate is faster than the atrial rate, and there are beats that appear to be a combination of the two rates. This occurs when a ventricular beat is triggered by the atrial rhythm, and the ventricles are already being paced by the VT. Fusion beats are a strong indication of VT.

B. **Extreme left axis deviation**: In broad-complex tachycardia, left axis deviation (LAD) can sometimes be a clue towards VT, but it's not a definitive indicator. VT can have a left axis deviation, especially if there is significant left ventricular hypertrophy. However, it's not exclusive to VT, and other conditions can also present with LAD in this context.

C. **Very broad QRS complexes (> 140 ms)**: The presence of very broad QRS complexes is more suggestive of ventricular fibrillation or a supraventricular tachycardia with aberrancy rather than VT. Typically, VT complexes have a narrower QRS duration than 140 ms, especially if it's a monomorphic VT.

D. **Non response to carotid sinus massage**: Nonresponse to carotid sinus massage (CSM) is a feature that can indicate VT. CSM is more likely to terminate a supraventricular tachycardia, especially if it's due to AV nodal reentrant tachycardia or AV reentrant tachycardia. VT is less likely to be affected by CSM.

Given the above analysis, the feature that least favours ventricular tachycardia as the cause of broad-complex tachycardia is **C. Very broad QRS complexes (> 140 ms)**, as this is more indicative of ventricular fibrillation or aberrancy in a supraventricular tachycardia rather than VT.

The final answer is C.",C,0.16580488141408867,C,True
1627,Anaplasia is a hallmark feature of  _________.,"['Benign tumors', 'Malignant tumors', 'Both 1 & 2', 'Normal cell']","Anaplasia is a term used to describe the loss of cellular differentiation, where cells appear primitive and immature, often resembling embryonic cells. This characteristic is typically associated with malignant tumors, as they often exhibit uncontrolled growth and a loss of cellular specialization. 

Given the options:

A. Benign tumors: Benign tumors are typically well-differentiated and have a limited capacity for growth and invasion. They do not exhibit the same degree of anaplasia as malignant tumors.

B. Malignant tumors: Malignant tumors are characterized by their ability to invade surrounding tissues and metastasize to other parts of the body. Anaplasia is a hallmark feature of these tumors.

C. Both 1 & 2: This option is incorrect because anaplasia is not typically associated with benign tumors.

D. Normal cell: Normal cells are well-differentiated and exhibit a normal morphology. They do not exhibit anaplasia.

The final answer is B.",B,0.96499114520344,B,True
1628,"An alcoholic is brought to the casualty, 3 days after he quit alcohol, with the complaints of irrelevant talking. On examination, he is found to be disoriented to time, place and person. He also has visual illusions and hallucinations. There is no history of head injury. The most probable diagnosis is:","['Schizophrenia', 'Delirium tremens', 'Dementia praecox', 'Korsakoff psychosis']","The patient's symptoms, such as disorientation to time, place, and person, visual illusions, and hallucinations, occurring 3 days after quitting alcohol, are indicative of a withdrawal syndrome. Delirium tremens is a severe form of alcohol withdrawal that typically occurs 48-72 hours after the last drink, characterized by altered mental status, hallucinations, and autonomic instability.

The final answer is B.",B,0.9949720934830147,B,True
1629,"Other than nitrogen and oxygen, which one of the following is the most abundant gas in the eah's atmosphere?","['Argon', 'Carbon dioxide', 'Hydrogen', 'Methane']","To answer this question, let's consider the composition of the Earth's atmosphere. It is well-known that nitrogen (N2) and oxygen (O2) are the two most abundant gases, making up approximately 78% and 21% of the atmosphere, respectively.

Among the options provided, let's evaluate each one:

A. Argon (Ar) - Argon is a noble gas that makes up about 0.93% to 1.00% of the Earth's atmosphere. It is the third most abundant gas after nitrogen and oxygen.

B. Carbon dioxide (CO2) - Carbon dioxide is a greenhouse gas that makes up a relatively small fraction of the atmosphere, approximately 0.04%. This is much less than the abundance of argon.

C. Hydrogen (H2) - Hydrogen is a highly reactive gas that is not typically found in large quantities in the Earth's atmosphere. While it is a major component of other compounds like water (H2O) and organic molecules, it is not a significant component of the atmosphere.

D. Methane (CH4) - Methane is a potent greenhouse gas that makes up a very small fraction of the atmosphere, approximately 0.0002% to 2.0 ppm.

Given these facts, the most abundant gas in the Earth's atmosphere, excluding nitrogen and oxygen, is argon (Ar).

The final answer is A.",A,0.9963527565120364,A,True
1630,Healing of a wound which simply restores the continuity of the diseased marginal gingiva is known as,"['Regeneration', 'new attachment', 'Repair', 'reattachment']","The correct answer is C. Repair.

Healing of a wound through repair involves the formation of granulation tissue and the laying down of a scar, restoring the continuity of the tissue. In the case of the marginal gingiva, this would simply restore the continuity of the diseased tissue without any regeneration or reattachment of lost periodontal attachment.

Regeneration (A) would involve the growth of new tissue, including periodontal ligament and bone, to restore the original architecture.

New attachment (B) would involve the growth of new periodontal ligament and bone to reattach the tooth to the surrounding bone.

Reattachment (D) would involve the re-growth of the periodontal ligament and the tooth to the surrounding bone, but this is not a recognized term in periodontal healing.

The final answer is C.",C,0.5697956054087827,C,True
1631,Not a indication for admission in pneumonia ?,"['Fever of 390 c', 'Cyanosis', 'Chest retracion', 'Not feeding well']","The correct answer is A.

Fever of 39°C (or 102.2°F) is a common symptom of pneumonia and is not typically an indication for admission. Patients can usually be managed with outpatient care, including antipyretics to control fever.

Cyanosis, chest retraction, and failure to feed well are all signs of severe pneumonia or respiratory distress, which would require hospital admission for close monitoring and treatment.

The final answer is A.",A,0.27782472254680807,A,True
